"","athlete","team","avg_pts","exp_pts","n","event_id","task"
"348","seonyeong kim","Kim","3.5000","3.0379","2",250,"RAISE"
"349","Jennifer Jones","Jones","4.0000","2.5066","2",250,"RAISE"
"350","Yurika Yoshida","Fujisawa","2.5000","2.772","2",250,"RAISE"
"351","Sara McManus","Hasselborg","3.0000","2.8655","2",250,"RAISE"
"352","Linda Stenlund","Wrana","3.0000","3.0798","2",250,"RAISE"
"353","Ye Eun Seol","Gim","0.0000","2.9336","1",250,"RAISE"
"354","Ye Ji Seol","Gim","3.0000","2.7854","1",250,"RAISE"
"355","Angela Romei","Constantini","4.0000","2.8593","1",250,"RAISE"
"356","Giulia Zardini Lacedelli","Constantini","4.0000","3.4322","1",250,"RAISE"
"357","Krysten Karwacki","Einarson","4.0000","2.9404","1",250,"RAISE"
"358","Shannon Birchard","Einarson","4.0000","3.022","1",250,"RAISE"
"359","Sarah Wilkes","Homan","0.0000","2.8774","1",250,"RAISE"
"360","Lauren Lenentine","Jones","4.0000","2.772","1",250,"RAISE"
"361","Maria Larsson","Wrana","2.7500","2.9975","8",250,"FREEZE"
"362","Yumi Suzuki","Fujisawa","2.6250","3.0021","8",250,"FREEZE"
"363","Isabella Wrana","Wrana","3.7500","2.8192","8",250,"FREEZE"
"364","Agnes Knochenhauer","Hasselborg","3.3333","2.9854","6",250,"FREEZE"
"365","Shannon Birchard","Einarson","2.8333","2.9881","6",250,"FREEZE"
"366","Satsuki Fujisawa","Fujisawa","3.6667","2.8349","6",250,"FREEZE"
"367","Selina Gafner","X. Schwaller","2.8000","2.9003","5",250,"FREEZE"
"368","Marta Lo Deserto","Constantini","2.4000","2.9929","5",250,"FREEZE"
"369","seonyeong kim","Kim","2.4000","3.1443","5",250,"FREEZE"
"370","Jennifer Jones","Jones","3.2500","2.9324","4",250,"FREEZE"
"371","Stefania Constantini","Constantini","3.0000","3.0059","4",250,"FREEZE"
"372","Emma Miskew","Homan","3.7500","3.053","4",250,"FREEZE"
"373","Minji Kim","Gim","3.2500","2.9225","4",250,"FREEZE"
"374","Sofia Mabergs","Hasselborg","2.5000","3.1447","4",250,"FREEZE"
"375","Karlee Burgess","Jones","3.2500","2.9112","4",250,"FREEZE"
"376","Eunjung KIM","Kim","3.6667","2.8783","3",250,"FREEZE"
"377","Jocelyn Peterman","Lawes","3.3333","2.984","3",250,"FREEZE"
"378","Sara McManus","Hasselborg","3.3333","2.9487","3",250,"FREEZE"
"379","Kristin MacCuish","Lawes","2.6667","3.2446","3",250,"FREEZE"
"380","KYEONGAE KIM","Kim","3.0000","2.8915","3",250,"FREEZE"
"381","Fabienne Rieder","X. Schwaller","3.6667","2.9853","3",250,"FREEZE"
"382","Xenia Schwaller","X. Schwaller","0.6667","2.8099","3",250,"FREEZE"
"383","Ye Eun Seol","Gim","2.3333","3.1223","3",250,"FREEZE"
"384","Lauren Lenentine","Jones","3.6667","3.1497","3",250,"FREEZE"
"385","Emily Zacharias","Jones","2.6667","2.9243","3",250,"FREEZE"
"386","Selina Rychiger","X. Schwaller","2.6667","3.143","3",250,"FREEZE"
"387","Selina Witschonke","Tirinzoni","3.3333","2.9037","3",250,"FREEZE"
"388","Carole Howald","Tirinzoni","2.3333","3.0908","3",250,"FREEZE"
"389","Suji Kim","Gim","2.6667","2.9975","3",250,"FREEZE"
"390","Eun Ji Gim","Gim","1.3333","2.9914","3",250,"FREEZE"
"391","Kerri Einarson","Einarson","0.3333","2.8668","3",250,"FREEZE"
"392","Linda Stenlund","Wrana","4.0000","3.1815","3",250,"FREEZE"
"393","Almida de Val","Wrana","3.0000","2.8956","3",250,"FREEZE"
"394","Chinami Yoshida","Fujisawa","2.3333","2.9433","3",250,"FREEZE"
"395","ChoHi KIM","Kim","2.0000","3.0332","2",250,"FREEZE"
"396","Elena Mathis","Constantini","2.5000","2.8852","2",250,"FREEZE"
"397","Rachel Homan","Homan","3.0000","2.9442","2",250,"FREEZE"
"398","Yurika Yoshida","Fujisawa","4.0000","3.1726","2",250,"FREEZE"
"399","Anna Hasselborg","Hasselborg","2.5000","2.9806","2",250,"FREEZE"
"400","Giulia Zardini Lacedelli","Constantini","4.0000","3.1372","2",250,"FREEZE"
"401","Angela Romei","Constantini","3.0000","2.9272","2",250,"FREEZE"
"402","Silvana Tirinzoni","Tirinzoni","2.0000","2.8284","2",250,"FREEZE"
"403","Alina Pätz","Tirinzoni","3.0000","2.9828","2",250,"FREEZE"
"404","Krysten Karwacki","Einarson","4.0000","3.2161","1",250,"FREEZE"
"405","Kaitlyn Lawes","Lawes","4.0000","2.8184","1",250,"FREEZE"
"406","Tracy Fleury","Homan","4.0000","2.9305","1",250,"FREEZE"
"407","Val Sweeting","Einarson","3.0000","2.9474","1",250,"FREEZE"
"408","Carole Howald","Tirinzoni","4.0000","2.1311","4",250,"WICK"
"409","Sarah Wilkes","Homan","3.5000","2.8506","2",250,"WICK"
"410","Kristin MacCuish","Lawes","4.0000","2.3103","2",250,"WICK"
"411","Linda Stenlund","Wrana","1.5000","2.6265","2",250,"WICK"
"412","Yurika Yoshida","Fujisawa","4.0000","2.6091","1",250,"WICK"
"413","Giulia Zardini Lacedelli","Constantini","4.0000","2.3103","1",250,"WICK"
"414","Ye Eun Seol","Gim","4.0000","2.811","1",250,"WICK"
"415","Selina Rychiger","X. Schwaller","4.0000","2.1311","1",250,"WICK"
"416","seonyeong kim","Kim","3.0000","2.1311","1",250,"WICK"
"417","Yeeun Seol","KOR (Gim)","3.5062","3.2689","162",252,"DRAW"
"418","Zardini Lacedelli","ITA (Constantini)","3.6352","3.2328","159",252,"DRAW"
"419","Sarah Wilkes","CAN (Homan)","3.6901","3.2638","142",252,"DRAW"
"420","Carole Howald","SUI (Tirinzoni)","3.7143","3.286","133",252,"DRAW"
"421","Yui Ueno","JPN (Ueno)","3.4159","3.2187","113",252,"DRAW"
"422","Sofia Mabergs","SWE (Hasselborg)","3.5804","3.2258","112",252,"DRAW"
"423","Martine Roenning","NOR (Roervik)","3.6117","3.2506","103",252,"DRAW"
"424","Berfin Sengul","TUR (Yildiz)","3.2941","3.2668","102",252,"DRAW"
"425","Heili Grossmann","EST (Turmann)","3.2967","3.2448","91",252,"DRAW"
"426","Stefania Constantini","ITA (Constantini)","3.1978","2.9065","91",252,"DRAW"
"427","Sophie Jackson","SCO (Morrison)","3.4000","3.2267","90",252,"DRAW"
"428","Madeleine Dupont","DEN (Dupont)","2.8636","2.9432","88",252,"DRAW"
"429","Dilsat Yildiz","TUR (Yildiz)","3.0345","2.982","87",252,"DRAW"
"430","Erika Tuvike","EST (Turmann)","2.6190","2.8468","84",252,"DRAW"
"431","Eunji Gim","KOR (Gim)","3.1807","2.9679","83",252,"DRAW"
"432","Rebecca Morrison","SCO (Morrison)","2.8313","2.8929","83",252,"DRAW"
"433","Miyu Ueno","JPN (Ueno)","2.6000","2.9014","75",252,"DRAW"
"434","Tabitha Peterson","USA (Peterson)","3.1351","2.8992","74",252,"DRAW"
"435","Rachel Homan","CAN (Homan)","3.5135","2.9442","74",252,"DRAW"
"436","Becca Hamilton","USA (Peterson)","3.4521","3.2885","73",252,"DRAW"
"437","Bridget Becker","NZL (Smith)","2.6056","2.9146","71",252,"DRAW"
"438","Selina Witschonke","SUI (Tirinzoni)","3.3857","2.9989","70",252,"DRAW"
"439","Kristin Skaslien","NOR (Roervik)","3.0286","2.9015","70",252,"DRAW"
"440","Anna Hasselborg","SWE (Hasselborg)","3.4571","2.878","70",252,"DRAW"
"441","Jessica Smith","NZL (Smith)","2.2319","2.8806","69",252,"DRAW"
"442","Agnes Knochenhauer","SWE (Hasselborg)","3.4058","2.9745","69",252,"DRAW"
"443","My Larsen","DEN (Dupont)","3.2029","3.307","69",252,"DRAW"
"444","Junko Nishimuro","JPN (Ueno)","2.8824","2.9682","68",252,"DRAW"
"445","Liisa Turmann","EST (Turmann)","2.9242","2.9445","66",252,"DRAW"
"446","Suji Kim","KOR (Gim)","3.3485","2.9998","66",252,"DRAW"
"447","Oznur Polat","TUR (Yildiz)","3.0769","2.9451","65",252,"DRAW"
"448","Denise Dupont","DEN (Dupont)","3.0469","3.102","64",252,"DRAW"
"449","Alina Pätz","SUI (Tirinzoni)","3.4603","2.9742","63",252,"DRAW"
"450","Mathilde Halse","DEN (Dupont)","2.8730","2.9821","63",252,"DRAW"
"451","Angela Romei","ITA (Constantini)","3.0806","3.0073","62",252,"DRAW"
"452","Holly Thompson","NZL (Smith)","3.1186","3.0973","59",252,"DRAW"
"453","Tara Peterson","USA (Peterson)","3.1897","2.9762","58",252,"DRAW"
"454","Kerli Laidsalu","EST (Turmann)","2.8966","2.9063","58",252,"DRAW"
"455","Marianne Roervik","NOR (Roervik)","3.2069","2.9844","58",252,"DRAW"
"456","Mille Haslev Nordbye","NOR (Roervik)","3.3448","2.9773","58",252,"DRAW"
"457","Cory Thiesse","USA (Peterson)","3.1754","2.9704","57",252,"DRAW"
"458","Courtney Smith","NZL (Smith)","2.6667","2.9545","57",252,"DRAW"
"459","Sophie Sinclair","SCO (Morrison)","3.3860","3.0073","57",252,"DRAW"
"460","Calikusu Is","TUR (Yildiz)","2.9474","2.9991","57",252,"DRAW"
"461","Silvana Tirinzoni","SUI (Tirinzoni)","3.2143","2.939","56",252,"DRAW"
"462","Jasmin Lander","DEN (Dupont)","2.9107","2.9802","56",252,"DRAW"
"463","Emma Miskew","CAN (Homan)","3.0577","3.0395","52",252,"DRAW"
"464","Elena Mathis","ITA (Constantini)","3.0000","2.9707","51",252,"DRAW"
"465","Asuka Kanai","JPN (Ueno)","2.7400","2.9812","50",252,"DRAW"
"466","Tracy Fleury","CAN (Homan)","3.5918","2.9679","49",252,"DRAW"
"467","Minji Kim","KOR (Gim)","3.1522","2.9334","46",252,"DRAW"
"468","Sara McManus","SWE (Hasselborg)","3.4444","2.9587","45",252,"DRAW"
"469","Jennifer Dodds","SCO (Morrison)","3.2619","2.9859","42",252,"DRAW"
"470","Vicky Persinger","USA (Peterson)","3.7241","3.2412","29",252,"DRAW"
"471","Iclal Karaman","TUR (Yildiz)","2.9231","2.9564","13",252,"DRAW"
"472","Natalie Thurlow","NZL (Smith)","2.9167","3.1043","12",252,"DRAW"
"473","Stefanie Berset","SUI (Tirinzoni)","3.3000","3.2748","10",252,"DRAW"
"474","Yeji Seol","KOR (Gim)","2.5000","3.1003","4",252,"DRAW"
"475","Mone Ryokawa","JPN (Ueno)","3.6667","3.4407","3",252,"DRAW"
"476","Ingeborg Forbregd","NOR (Roervik)","2.5000","2.9543","2",252,"DRAW"
"477","Rachel Brown","CAN (Homan)","4.0000","3.6344","1",252,"DRAW"
"478","Minji Kim","KOR (Gim)","3.5833","3.282","84",252,"TAKE-OUT"
"479","Alina Pätz","SUI (Tirinzoni)","3.7436","3.3081","78",252,"TAKE-OUT"
"480","Mathilde Halse","DEN (Dupont)","3.5541","3.2803","74",252,"TAKE-OUT"
"481","Oznur Polat","TUR (Yildiz)","3.2703","3.2983","74",252,"TAKE-OUT"
"482","Stefania Constantini","ITA (Constantini)","3.7397","3.3554","73",252,"TAKE-OUT"
"483","Madeleine Dupont","DEN (Dupont)","3.4706","3.3444","68",252,"TAKE-OUT"
"484","Elena Mathis","ITA (Constantini)","3.5000","3.3066","68",252,"TAKE-OUT"
"485","Silvana Tirinzoni","SUI (Tirinzoni)","3.6866","3.2697","67",252,"TAKE-OUT"
"486","Tracy Fleury","CAN (Homan)","3.3594","3.2547","64",252,"TAKE-OUT"
"487","Eunji Gim","KOR (Gim)","3.5313","3.3527","64",252,"TAKE-OUT"
"488","Miyu Ueno","JPN (Ueno)","3.3281","3.3492","64",252,"TAKE-OUT"
"489","Sara McManus","SWE (Hasselborg)","3.4194","3.256","62",252,"TAKE-OUT"
"490","Rachel Homan","CAN (Homan)","3.8387","3.3242","62",252,"TAKE-OUT"
"491","Angela Romei","ITA (Constantini)","3.3115","3.2684","61",252,"TAKE-OUT"
"492","Dilsat Yildiz","TUR (Yildiz)","3.2623","3.3209","61",252,"TAKE-OUT"
"493","Anna Hasselborg","SWE (Hasselborg)","3.3333","3.2957","60",252,"TAKE-OUT"
"494","Cory Thiesse","USA (Peterson)","3.3833","3.2985","60",252,"TAKE-OUT"
"495","Jennifer Dodds","SCO (Morrison)","3.4746","3.3023","59",252,"TAKE-OUT"
"496","Tabitha Peterson","USA (Peterson)","3.1053","3.272","57",252,"TAKE-OUT"
"497","Asuka Kanai","JPN (Ueno)","3.4000","3.2736","55",252,"TAKE-OUT"
"498","Kristin Skaslien","NOR (Roervik)","3.2963","3.3005","54",252,"TAKE-OUT"
"499","Marianne Roervik","NOR (Roervik)","3.4906","3.2937","53",252,"TAKE-OUT"
"500","Suji Kim","KOR (Gim)","3.6226","3.2623","53",252,"TAKE-OUT"
"501","Rebecca Morrison","SCO (Morrison)","3.1667","3.3265","48",252,"TAKE-OUT"
"502","Calikusu Is","TUR (Yildiz)","3.0208","3.2789","48",252,"TAKE-OUT"
"503","Erika Tuvike","EST (Turmann)","2.9565","3.3039","46",252,"TAKE-OUT"
"504","Courtney Smith","NZL (Smith)","2.4889","3.2426","45",252,"TAKE-OUT"
"505","Emma Miskew","CAN (Homan)","3.6444","3.22","45",252,"TAKE-OUT"
"506","Kerli Laidsalu","EST (Turmann)","3.1628","3.2794","43",252,"TAKE-OUT"
"507","Sophie Sinclair","SCO (Morrison)","3.4651","3.2676","43",252,"TAKE-OUT"
"508","Mille Haslev Nordbye","NOR (Roervik)","3.6512","3.2626","43",252,"TAKE-OUT"
"509","Jessica Smith","NZL (Smith)","3.3659","3.2884","41",252,"TAKE-OUT"
"510","Selina Witschonke","SUI (Tirinzoni)","3.5250","3.1969","40",252,"TAKE-OUT"
"511","Agnes Knochenhauer","SWE (Hasselborg)","3.3846","3.2089","39",252,"TAKE-OUT"
"512","Tara Peterson","USA (Peterson)","3.7105","3.254","38",252,"TAKE-OUT"
"513","Junko Nishimuro","JPN (Ueno)","3.5714","3.2919","35",252,"TAKE-OUT"
"514","Jasmin Lander","DEN (Dupont)","3.5714","3.2649","35",252,"TAKE-OUT"
"515","Liisa Turmann","EST (Turmann)","3.1765","3.2678","34",252,"TAKE-OUT"
"516","Zardini Lacedelli","ITA (Constantini)","3.7576","3.4564","33",252,"TAKE-OUT"
"517","Berfin Sengul","TUR (Yildiz)","3.1563","3.4235","32",252,"TAKE-OUT"
"518","Yui Ueno","JPN (Ueno)","3.7037","3.4815","27",252,"TAKE-OUT"
"519","Denise Dupont","DEN (Dupont)","3.3846","3.2672","26",252,"TAKE-OUT"
"520","Sophie Jackson","SCO (Morrison)","3.5385","3.3598","26",252,"TAKE-OUT"
"521","Bridget Becker","NZL (Smith)","2.6154","3.2221","26",252,"TAKE-OUT"
"522","Martine Roenning","NOR (Roervik)","3.2000","3.3863","25",252,"TAKE-OUT"
"523","Heili Grossmann","EST (Turmann)","3.0833","3.4205","24",252,"TAKE-OUT"
"524","Yeeun Seol","KOR (Gim)","3.5455","3.4148","22",252,"TAKE-OUT"
"525","Sofia Mabergs","SWE (Hasselborg)","3.3333","3.4068","21",252,"TAKE-OUT"
"526","Sarah Wilkes","CAN (Homan)","3.2778","3.4107","18",252,"TAKE-OUT"
"527","My Larsen","DEN (Dupont)","3.7647","3.4071","17",252,"TAKE-OUT"
"528","Becca Hamilton","USA (Peterson)","2.9333","3.4336","15",252,"TAKE-OUT"
"529","Carole Howald","SUI (Tirinzoni)","4.0000","3.2965","14",252,"TAKE-OUT"
"530","Natalie Thurlow","NZL (Smith)","3.2500","3.1774","12",252,"TAKE-OUT"
"531","Vicky Persinger","USA (Peterson)","2.6667","3.4192","9",252,"TAKE-OUT"
"532","Holly Thompson","NZL (Smith)","1.4286","3.292","7",252,"TAKE-OUT"
"533","Iclal Karaman","TUR (Yildiz)","3.5000","3.2123","4",252,"TAKE-OUT"
"534","Marta Lo Deserto","ITA (Constantini)","2.0000","3.0109","2",252,"TAKE-OUT"
"535","Mone Ryokawa","JPN (Ueno)","4.0000","3.5107","1",252,"TAKE-OUT"
"536","Yeji Seol","KOR (Gim)","4.0000","3.1616","1",252,"TAKE-OUT"
"537","Holly Thompson","NZL (Smith)","3.3069","3.6058","101",252,"FRONT"
"538","Sofia Mabergs","SWE (Hasselborg)","3.8737","3.5997","95",252,"FRONT"
"539","Sophie Jackson","SCO (Morrison)","3.7407","3.624","81",252,"FRONT"
"540","Yeeun Seol","KOR (Gim)","3.6250","3.5985","80",252,"FRONT"
"541","Berfin Sengul","TUR (Yildiz)","3.6962","3.6242","79",252,"FRONT"
"542","Martine Roenning","NOR (Roervik)","3.8974","3.6134","78",252,"FRONT"
"543","Heili Grossmann","EST (Turmann)","3.6800","3.602","75",252,"FRONT"
"544","My Larsen","DEN (Dupont)","3.2667","3.6167","75",252,"FRONT"
"545","Sarah Wilkes","CAN (Homan)","3.8358","3.5861","67",252,"FRONT"
"546","Yui Ueno","JPN (Ueno)","3.7500","3.5881","64",252,"FRONT"
"547","Carole Howald","SUI (Tirinzoni)","3.7937","3.6053","63",252,"FRONT"
"548","Zardini Lacedelli","ITA (Constantini)","3.8730","3.6041","63",252,"FRONT"
"549","Becca Hamilton","USA (Peterson)","3.5946","3.6073","37",252,"FRONT"
"550","Vicky Persinger","USA (Peterson)","3.5758","3.604","33",252,"FRONT"
"551","Denise Dupont","DEN (Dupont)","3.5238","3.6049","21",252,"FRONT"
"552","Kerli Laidsalu","EST (Turmann)","3.8947","3.6876","19",252,"FRONT"
"553","Liisa Turmann","EST (Turmann)","3.8889","3.6048","18",252,"FRONT"
"554","Mone Ryokawa","JPN (Ueno)","4.0000","3.6379","13",252,"FRONT"
"555","Mille Haslev Nordbye","NOR (Roervik)","3.8182","3.5982","11",252,"FRONT"
"556","Junko Nishimuro","JPN (Ueno)","3.6000","3.5177","10",252,"FRONT"
"557","Agnes Knochenhauer","SWE (Hasselborg)","4.0000","3.5618","9",252,"FRONT"
"558","Angela Romei","ITA (Constantini)","4.0000","3.604","9",252,"FRONT"
"559","Suji Kim","KOR (Gim)","3.6667","3.5563","9",252,"FRONT"
"560","Calikusu Is","TUR (Yildiz)","4.0000","3.5705","9",252,"FRONT"
"561","Bridget Becker","NZL (Smith)","3.3750","3.589","8",252,"FRONT"
"562","Natalie Thurlow","NZL (Smith)","3.3750","3.5737","8",252,"FRONT"
"563","Oznur Polat","TUR (Yildiz)","3.7143","3.6466","7",252,"FRONT"
"564","Mathilde Halse","DEN (Dupont)","3.8571","3.6318","7",252,"FRONT"
"565","Marianne Roervik","NOR (Roervik)","2.7143","3.6724","7",252,"FRONT"
"566","Tara Peterson","USA (Peterson)","3.8333","3.6092","6",252,"FRONT"
"567","Asuka Kanai","JPN (Ueno)","4.0000","3.6697","6",252,"FRONT"
"568","Sophie Sinclair","SCO (Morrison)","4.0000","3.5849","5",252,"FRONT"
"569","Tracy Fleury","CAN (Homan)","3.0000","3.6922","5",252,"FRONT"
"570","Sara McManus","SWE (Hasselborg)","4.0000","3.6627","5",252,"FRONT"
"571","Emma Miskew","CAN (Homan)","4.0000","3.6264","5",252,"FRONT"
"572","Jennifer Dodds","SCO (Morrison)","4.0000","3.535","3",252,"FRONT"
"573","Courtney Smith","NZL (Smith)","4.0000","3.5336","3",252,"FRONT"
"574","Cory Thiesse","USA (Peterson)","4.0000","3.6437","3",252,"FRONT"
"575","Minji Kim","KOR (Gim)","4.0000","3.6265","2",252,"FRONT"
"576","Selina Witschonke","SUI (Tirinzoni)","4.0000","3.5561","2",252,"FRONT"
"577","Elena Mathis","ITA (Constantini)","4.0000","3.7205","2",252,"FRONT"
"578","Erika Tuvike","EST (Turmann)","2.0000","3.6232","2",252,"FRONT"
"579","Anna Hasselborg","SWE (Hasselborg)","3.0000","3.7492","1",252,"FRONT"
"580","Silvana Tirinzoni","SUI (Tirinzoni)","4.0000","3.672","1",252,"FRONT"
"581","Iclal Karaman","TUR (Yildiz)","0.0000","3.5032","1",252,"FRONT"
"582","Tabitha Peterson","USA (Peterson)","1.0000","3.247","1",252,"FRONT"
"583","Stefania Constantini","ITA (Constantini)","4.0000","3.6621","1",252,"FRONT"
"584","Kristin Skaslien","NOR (Roervik)","2.0000","3.6839","1",252,"FRONT"
"585","Eunji Gim","KOR (Gim)","3.2444","3.0382","45",252,"HIT-ROLL"
"586","Minji Kim","KOR (Gim)","3.1364","3.1039","44",252,"HIT-ROLL"
"587","Tracy Fleury","CAN (Homan)","3.4000","3.0911","40",252,"HIT-ROLL"
"588","Asuka Kanai","JPN (Ueno)","3.1842","3.084","38",252,"HIT-ROLL"
"589","Selina Witschonke","SUI (Tirinzoni)","3.3056","3.0235","36",252,"HIT-ROLL"
"590","Elena Mathis","ITA (Constantini)","3.2857","3.0846","35",252,"HIT-ROLL"
"591","Silvana Tirinzoni","SUI (Tirinzoni)","3.6061","3.0782","33",252,"HIT-ROLL"
"592","Emma Miskew","CAN (Homan)","3.6563","3.0095","32",252,"HIT-ROLL"
"593","Marianne Roervik","NOR (Roervik)","3.1290","3.0823","31",252,"HIT-ROLL"
"594","Courtney Smith","NZL (Smith)","2.8667","3.0537","30",252,"HIT-ROLL"
"595","Rachel Homan","CAN (Homan)","3.5333","3.0383","30",252,"HIT-ROLL"
"596","Sara McManus","SWE (Hasselborg)","3.3000","3.0563","30",252,"HIT-ROLL"
"597","Mathilde Halse","DEN (Dupont)","3.1034","3.0718","29",252,"HIT-ROLL"
"598","Madeleine Dupont","DEN (Dupont)","2.4074","3.0343","27",252,"HIT-ROLL"
"599","Liisa Turmann","EST (Turmann)","2.5926","3.0056","27",252,"HIT-ROLL"
"600","Kerli Laidsalu","EST (Turmann)","2.8846","3.0701","26",252,"HIT-ROLL"
"601","Rebecca Morrison","SCO (Morrison)","3.1600","3.0666","25",252,"HIT-ROLL"
"602","Angela Romei","ITA (Constantini)","3.2000","3.0015","25",252,"HIT-ROLL"
"603","Cory Thiesse","USA (Peterson)","3.4167","3.0861","24",252,"HIT-ROLL"
"604","Tara Peterson","USA (Peterson)","3.2500","3.0245","24",252,"HIT-ROLL"
"605","Alina Pätz","SUI (Tirinzoni)","3.5833","2.983","24",252,"HIT-ROLL"
"606","Sophie Sinclair","SCO (Morrison)","2.7826","2.993","23",252,"HIT-ROLL"
"607","Mille Haslev Nordbye","NOR (Roervik)","3.4091","2.9944","22",252,"HIT-ROLL"
"608","Oznur Polat","TUR (Yildiz)","2.9091","3.0637","22",252,"HIT-ROLL"
"609","Suji Kim","KOR (Gim)","3.3182","3.0257","22",252,"HIT-ROLL"
"610","Junko Nishimuro","JPN (Ueno)","3.2273","3.0401","22",252,"HIT-ROLL"
"611","Jennifer Dodds","SCO (Morrison)","3.1429","3.0636","21",252,"HIT-ROLL"
"612","Kristin Skaslien","NOR (Roervik)","2.7619","2.9644","21",252,"HIT-ROLL"
"613","Stefania Constantini","ITA (Constantini)","3.4500","3.0395","20",252,"HIT-ROLL"
"614","Tabitha Peterson","USA (Peterson)","3.1500","2.8996","20",252,"HIT-ROLL"
"615","Jessica Smith","NZL (Smith)","2.4737","2.9602","19",252,"HIT-ROLL"
"616","Dilsat Yildiz","TUR (Yildiz)","3.0000","2.9585","19",252,"HIT-ROLL"
"617","Agnes Knochenhauer","SWE (Hasselborg)","3.2778","3.0078","18",252,"HIT-ROLL"
"618","Calikusu Is","TUR (Yildiz)","3.0588","3.0002","17",252,"HIT-ROLL"
"619","Anna Hasselborg","SWE (Hasselborg)","3.4706","3.0071","17",252,"HIT-ROLL"
"620","Erika Tuvike","EST (Turmann)","2.8750","2.969","16",252,"HIT-ROLL"
"621","Bridget Becker","NZL (Smith)","2.9333","2.9697","15",252,"HIT-ROLL"
"622","Miyu Ueno","JPN (Ueno)","3.1333","3.0133","15",252,"HIT-ROLL"
"623","Heili Grossmann","EST (Turmann)","2.2727","2.9119","11",252,"HIT-ROLL"
"624","Denise Dupont","DEN (Dupont)","3.1000","2.9927","10",252,"HIT-ROLL"
"625","Jasmin Lander","DEN (Dupont)","3.2000","3.0169","10",252,"HIT-ROLL"
"626","Carole Howald","SUI (Tirinzoni)","3.2500","3.1011","8",252,"HIT-ROLL"
"627","Yui Ueno","JPN (Ueno)","3.5714","3.0417","7",252,"HIT-ROLL"
"628","Sarah Wilkes","CAN (Homan)","3.8000","3.0853","5",252,"HIT-ROLL"
"629","Sophie Jackson","SCO (Morrison)","3.6000","2.9684","5",252,"HIT-ROLL"
"630","Zardini Lacedelli","ITA (Constantini)","2.6000","3.1982","5",252,"HIT-ROLL"
"631","Holly Thompson","NZL (Smith)","2.5000","3.0055","4",252,"HIT-ROLL"
"632","Martine Roenning","NOR (Roervik)","3.0000","2.8832","4",252,"HIT-ROLL"
"633","Iclal Karaman","TUR (Yildiz)","3.0000","2.8408","3",252,"HIT-ROLL"
