"","athlete","team","avg_pts","exp_pts","n","event_id","task"
"352","Rasmus Wrana","Edin","4.0000","3.1576","7",249,"RAISE"
"353","Joel Retornaz","Retornaz","3.7143","2.6806","7",249,"RAISE"
"354","Kevin Marsh","McEwen","3.8571","3.1869","7",249,"RAISE"
"355","Bobby Lammie","Mouat","3.2857","3.1267","7",249,"RAISE"
"356","Sebastiano Arman","Retornaz","2.6667","3.138","6",249,"RAISE"
"357","Mike McEwen","McEwen","3.6667","2.7563","6",249,"RAISE"
"358","Amos Mosaner","Retornaz","3.3333","3.1662","6",249,"RAISE"
"359","Colton Lott","Dunstone","3.6000","3.1215","5",249,"RAISE"
"360","Tyler Tardi","Koe","4.0000","3.108","5",249,"RAISE"
"361","James Craik","Craik","3.2000","2.9606","5",249,"RAISE"
"362","Angus Bryce","Craik","3.2000","3.1307","5",249,"RAISE"
"363","Marc Kennedy","Bottcher","2.8000","3.1566","5",249,"RAISE"
"364","Brett Gallant","Bottcher","4.0000","3.1552","4",249,"RAISE"
"365","Matt Dunstone","Dunstone","4.0000","2.9962","4",249,"RAISE"
"366","Mattia Giovanella","Retornaz","3.7500","3.3584","4",249,"RAISE"
"367","Kevin Koe","Koe","3.5000","3.0614","4",249,"RAISE"
"368","Brad Jacobs","Jacobs","3.2500","2.9809","4",249,"RAISE"
"369","Mark Watt","Craik","3.0000","3.1624","3",249,"RAISE"
"370","Duncan McFadzean","Whyte","3.6667","3.1131","3",249,"RAISE"
"371","Geoff Walker","Gushue","4.0000","3.3124","2",249,"RAISE"
"372","Hammy McMillan","Mouat","3.5000","3.354","2",249,"RAISE"
"373","Colton Flasch","McEwen","1.0000","3.1326","2",249,"RAISE"
"374","Brendan Bottcher","Bottcher","3.0000","3.0528","2",249,"RAISE"
"375","Ben Hebert","Bottcher","4.0000","3.2904","2",249,"RAISE"
"376","Jacques Gauthier","Koe","3.5000","3.0862","2",249,"RAISE"
"377","Christoffer Sundgren","Edin","4.0000","3.2795","1",249,"RAISE"
"378","craig waddell","Whyte","4.0000","3.255","1",249,"RAISE"
"379","Ross Whyte","Whyte","0.0000","3.2763","1",249,"RAISE"
"380","Ryan Harnden","Dunstone","4.0000","3.4147","1",249,"RAISE"
"381","Robin Brydone","Whyte","3.0000","3.0628","1",249,"RAISE"
"382","Rasmus Wrana","Edin","3.6250","3.2085","16",249,"FREEZE"
"383","E.J. Harnden","Gushue","3.2857","3.1776","14",249,"FREEZE"
"384","Sebastiano Arman","Retornaz","2.7857","3.217","14",249,"FREEZE"
"385","Geoff Walker","Gushue","3.0833","3.3641","12",249,"FREEZE"
"386","Brad Gushue","Gushue","2.7273","3.0564","11",249,"FREEZE"
"387","Hammy McMillan","Mouat","3.0909","3.3727","11",249,"FREEZE"
"388","Duncan McFadzean","Whyte","2.8000","3.2074","10",249,"FREEZE"
"389","Amos Mosaner","Retornaz","2.8000","3.1404","10",249,"FREEZE"
"390","sven michel","Y. Schwaller","3.7778","3.2111","9",249,"FREEZE"
"391","Pablo Lachat","Y. Schwaller","2.5000","3.3277","8",249,"FREEZE"
"392","Scott Howard","Jacobs","3.3750","3.1774","8",249,"FREEZE"
"393","Bobby Lammie","Mouat","3.5000","3.2298","8",249,"FREEZE"
"394","Angus Bryce","Craik","3.1250","3.1844","8",249,"FREEZE"
"395","Kevin Marsh","McEwen","3.1429","3.1796","7",249,"FREEZE"
"396","Daniel Marsh","McEwen","3.2857","3.3876","7",249,"FREEZE"
"397","Mark Nichols","Gushue","3.1429","3.1455","7",249,"FREEZE"
"398","craig waddell","Whyte","2.8333","3.3678","6",249,"FREEZE"
"399","Ryan Harnden","Dunstone","3.3333","3.3232","6",249,"FREEZE"
"400","James Craik","Craik","3.5000","3.1422","6",249,"FREEZE"
"401","Connor Njegovan","Jacobs","3.5000","3.3468","6",249,"FREEZE"
"402","Oskar Eriksson","Edin","4.0000","3.2052","5",249,"FREEZE"
"403","Brett Gallant","Bottcher","3.6000","3.1836","5",249,"FREEZE"
"404","Grant Hardie","Mouat","3.8000","3.1629","5",249,"FREEZE"
"405","Blair Haswell","Craik","3.6000","3.3537","5",249,"FREEZE"
"406","Colton Flasch","McEwen","3.4000","3.1288","5",249,"FREEZE"
"407","Ross Whyte","Whyte","2.7500","3.0109","4",249,"FREEZE"
"408","Robin Brydone","Whyte","2.2500","3.1585","4",249,"FREEZE"
"409","Yannick Schwaller","Y. Schwaller","3.7500","3.1712","4",249,"FREEZE"
"410","Christoffer Sundgren","Edin","3.7500","3.4004","4",249,"FREEZE"
"411","Karrick Martin","Koe","3.5000","3.3548","4",249,"FREEZE"
"412","Joel Retornaz","Retornaz","2.7500","3.1591","4",249,"FREEZE"
"413","Jacques Gauthier","Koe","3.0000","3.2388","4",249,"FREEZE"
"414","Bruce Mouat","Mouat","3.0000","3.1117","4",249,"FREEZE"
"415","Benoit Schwarz - Van Berkel","Y. Schwaller","4.0000","3.1984","3",249,"FREEZE"
"416","Niklas Edin","Edin","3.6667","3.1624","3",249,"FREEZE"
"417","Mike McEwen","McEwen","2.3333","3.1636","3",249,"FREEZE"
"418","Ben Hebert","Bottcher","3.6667","3.323","3",249,"FREEZE"
"419","Reid Carruthers","Jacobs","1.5000","3.1488","2",249,"FREEZE"
"420","Mattia Giovanella","Retornaz","3.5000","3.4531","2",249,"FREEZE"
"421","Colton Lott","Dunstone","3.5000","3.187","2",249,"FREEZE"
"422","B.J. Neufeld","Dunstone","4.0000","3.1589","2",249,"FREEZE"
"423","Brendan Bottcher","Bottcher","4.0000","3.052","2",249,"FREEZE"
"424","Brad Jacobs","Jacobs","4.0000","3.0468","1",249,"FREEZE"
"425","Marc Kennedy","Bottcher","4.0000","3.2218","1",249,"FREEZE"
"426","Mark Watt","Craik","4.0000","3.1964","1",249,"FREEZE"
"427","Kevin Koe","Koe","2.0000","3.0581","1",249,"FREEZE"
"428","Hammy McMillan","Mouat","4.0000","2.6094","2",249,"WICK"
"429","Blair Haswell","Craik","1.0000","2.689","1",249,"WICK"
"430","Christoffer Sundgren","Edin","2.0000","3.0707","1",249,"WICK"
"431","Geoff Walker","Gushue","2.0000","2.416","1",249,"WICK"
"432","Mattia Giovanella","Retornaz","3.0000","2.7385","1",249,"WICK"
"433","Hammy McMillan","SCO (Mouat)","3.7011","3.3894","174",251,"DRAW"
"434","Christoffer Sundgren","SWE (Edin)","3.7738","3.3896","168",251,"DRAW"
"435","Geoff Walker","CAN (Gushue)","3.6719","3.4025","128",251,"DRAW"
"436","Mattia Giovanella","ITA (Retornaz)","3.6066","3.3769","122",251,"DRAW"
"437","Johannes Scheuerl","GER (Muskatewitz)","3.3967","3.3875","121",251,"DRAW"
"438","Gaute Nepstad","NOR (Ramsfjell)","3.3853","3.3814","109",251,"DRAW"
"439","Pablo Lachat-Couchepin","SUI (Schwaller)","3.5189","3.3668","106",251,"DRAW"
"440","Lukas Klipa","CZE (Klima)","3.1443","3.3983","97",251,"DRAW"
"441","Magnus Ramsfjell","NOR (Ramsfjell)","3.3500","3.0847","80",251,"DRAW"
"442","Felix Messenzehl","GER (Muskatewitz)","3.3000","3.171","80",251,"DRAW"
"443","Hunter Walker","NZL (Hood)","3.0506","3.3168","79",251,"DRAW"
"444","Niklas Edin","SWE (Edin)","3.4487","3.1439","78",251,"DRAW"
"445","Sebastiano Arman","ITA (Retornaz)","3.1558","3.1464","77",251,"DRAW"
"446","Tetsuro Shimizu","JPN (Abe)","2.9600","3.1259","75",251,"DRAW"
"447","Asei Nakahara","JPN (Abe)","3.3600","3.3226","75",251,"DRAW"
"448","Wouter Goesgens","NED (Goesgens)","3.0000","3.1532","75",251,"DRAW"
"449","E.J. Harnden","CAN (Gushue)","3.1622","3.161","74",251,"DRAW"
"450","Marc Muskatewitz","GER (Muskatewitz)","3.0411","3.0811","73",251,"DRAW"
"451","Brett Sargon","NZL (Hood)","2.8750","3.1384","72",251,"DRAW"
"452","Tobias van den Hurk","NED (Goesgens)","3.4583","3.3821","72",251,"DRAW"
"453","Bruce Mouat","SCO (Mouat)","3.2958","3.1623","71",251,"DRAW"
"454","Jihoon Seong","KOR (Park)","3.4429","3.3557","70",251,"DRAW"
"455","Jongduk Park","KOR (Park)","2.9286","3.1735","70",251,"DRAW"
"456","Schwarz-van Berkel","SUI (Schwaller)","3.2857","3.1043","70",251,"DRAW"
"457","Sven Michel","SUI (Schwaller)","3.3676","3.157","68",251,"DRAW"
"458","Rasmus Wranaa","SWE (Edin)","3.6119","3.1805","67",251,"DRAW"
"459","John Landsteiner","USA (Shuster)","3.7121","3.4251","66",251,"DRAW"
"460","Colin Hufman","USA (Shuster)","3.2154","3.1476","65",251,"DRAW"
"461","Brad Gushue","CAN (Gushue)","3.5077","3.1547","65",251,"DRAW"
"462","John Shuster","USA (Shuster)","3.2462","3.122","65",251,"DRAW"
"463","Joel Retornaz","ITA (Retornaz)","3.4531","3.1583","64",251,"DRAW"
"464","Seunghoon Oh","KOR (Park)","3.0313","3.1426","64",251,"DRAW"
"465","Anton Hood","NZL (Hood)","2.8438","3.0559","64",251,"DRAW"
"466","Martin Sesaker","NOR (Ramsfjell)","3.2222","3.1354","63",251,"DRAW"
"467","Bobby Lammie","SCO (Mouat)","3.6667","3.179","63",251,"DRAW"
"468","Shinya Abe","JPN (Abe)","2.8889","3.1377","63",251,"DRAW"
"469","Lukas Klima","CZE (Klima)","2.9508","3.1253","61",251,"DRAW"
"470","Yeongseok Jeong","KOR (Park)","3.1695","3.1189","59",251,"DRAW"
"471","Martin Jurik","CZE (Klima)","2.9474","3.1716","57",251,"DRAW"
"472","Amos Mosaner","ITA (Retornaz)","3.3396","3.1498","53",251,"DRAW"
"473","Benjamin Kapp","GER (Muskatewitz)","3.2308","3.1734","52",251,"DRAW"
"474","Jaap van Dorp","NED (Goesgens)","3.1731","3.1547","52",251,"DRAW"
"475","Yannick Schwaller","SUI (Schwaller)","3.3922","3.1244","51",251,"DRAW"
"476","Chris Plys","USA (Shuster)","3.4000","3.1401","50",251,"DRAW"
"477","Haruto Ouchi","JPN (Abe)","3.1875","3.177","48",251,"DRAW"
"478","Marek Cernovsky","CZE (Klima)","3.3333","3.1542","48",251,"DRAW"
"479","Laurens Hoekman","NED (Goesgens)","3.1304","3.1359","46",251,"DRAW"
"480","Mark Nichols","CAN (Gushue)","3.5682","3.1601","44",251,"DRAW"
"481","Ben Smith","NZL (Hood)","3.0227","3.1283","44",251,"DRAW"
"482","Oskar Eriksson","SWE (Edin)","3.3721","3.148","43",251,"DRAW"
"483","Bendik Ramsfjell","NOR (Ramsfjell)","3.4634","3.164","41",251,"DRAW"
"484","Kibok Lee","KOR (Park)","3.5128","3.2697","39",251,"DRAW"
"485","Sota Tsuruga","JPN (Abe)","3.0526","3.3256","38",251,"DRAW"
"486","Grant Hardie","SCO (Mouat)","3.4595","3.1339","37",251,"DRAW"
"487","Matt Hamilton","USA (Shuster)","3.3125","3.3357","32",251,"DRAW"
"488","Wilhelm Naess","NOR (Ramsfjell)","3.5556","3.1167","18",251,"DRAW"
"489","Alexander Magan","NED (Goesgens)","3.3846","3.3179","13",251,"DRAW"
"490","Daniel Magnusson","SWE (Edin)","3.2857","3.1076","7",251,"DRAW"
"491","Kyle Doering","CAN (Gushue)","2.6667","3.5909","3",251,"DRAW"
"492","Radek Bohac","CZE (Klima)","4.0000","3.1143","1",251,"DRAW"
"493","Brad Gushue","CAN (Gushue)","3.8824","3.4518","68",251,"TAKE-OUT"
"494","Bruce Mouat","SCO (Mouat)","3.8939","3.4198","66",251,"TAKE-OUT"
"495","Grant Hardie","SCO (Mouat)","3.5410","3.3548","61",251,"TAKE-OUT"
"496","Joel Retornaz","ITA (Retornaz)","3.7705","3.4557","61",251,"TAKE-OUT"
"497","Lukas Klima","CZE (Klima)","3.2500","3.4249","60",251,"TAKE-OUT"
"498","Niklas Edin","SWE (Edin)","3.7273","3.457","55",251,"TAKE-OUT"
"499","Chris Plys","USA (Shuster)","3.5273","3.3975","55",251,"TAKE-OUT"
"500","Wouter Goesgens","NED (Goesgens)","3.5556","3.4478","54",251,"TAKE-OUT"
"501","Laurens Hoekman","NED (Goesgens)","3.3208","3.3761","53",251,"TAKE-OUT"
"502","Benjamin Kapp","GER (Muskatewitz)","3.5769","3.3874","52",251,"TAKE-OUT"
"503","Yeongseok Jeong","KOR (Park)","3.6078","3.3936","51",251,"TAKE-OUT"
"504","Oskar Eriksson","SWE (Edin)","3.5800","3.3948","50",251,"TAKE-OUT"
"505","Amos Mosaner","ITA (Retornaz)","3.7400","3.3966","50",251,"TAKE-OUT"
"506","John Shuster","USA (Shuster)","3.6250","3.3481","48",251,"TAKE-OUT"
"507","Jongduk Park","KOR (Park)","3.1277","3.4433","47",251,"TAKE-OUT"
"508","Magnus Ramsfjell","NOR (Ramsfjell)","3.6087","3.4433","46",251,"TAKE-OUT"
"509","Tetsuro Shimizu","JPN (Abe)","3.3778","3.4359","45",251,"TAKE-OUT"
"510","Schwarz-van Berkel","SUI (Schwaller)","3.7273","3.4277","44",251,"TAKE-OUT"
"511","Martin Sesaker","NOR (Ramsfjell)","3.1707","3.3889","41",251,"TAKE-OUT"
"512","Colin Hufman","USA (Shuster)","3.4878","3.3169","41",251,"TAKE-OUT"
"513","Marc Muskatewitz","GER (Muskatewitz)","3.5500","3.4377","40",251,"TAKE-OUT"
"514","Anton Hood","NZL (Hood)","3.2250","3.4546","40",251,"TAKE-OUT"
"515","Marek Cernovsky","CZE (Klima)","3.4211","3.355","38",251,"TAKE-OUT"
"516","Mark Nichols","CAN (Gushue)","3.8684","3.3863","38",251,"TAKE-OUT"
"517","Felix Messenzehl","GER (Muskatewitz)","3.4474","3.3607","38",251,"TAKE-OUT"
"518","Ben Smith","NZL (Hood)","3.1053","3.3892","38",251,"TAKE-OUT"
"519","Yannick Schwaller","SUI (Schwaller)","3.6667","3.4564","36",251,"TAKE-OUT"
"520","Martin Jurik","CZE (Klima)","3.5429","3.3457","35",251,"TAKE-OUT"
"521","Shinya Abe","JPN (Abe)","3.7714","3.4249","35",251,"TAKE-OUT"
"522","Jaap van Dorp","NED (Goesgens)","2.9697","3.2521","33",251,"TAKE-OUT"
"523","Brett Sargon","NZL (Hood)","2.7692","3.2959","26",251,"TAKE-OUT"
"524","Rasmus Wranaa","SWE (Edin)","3.3200","3.3189","25",251,"TAKE-OUT"
"525","E.J. Harnden","CAN (Gushue)","3.3750","3.2961","24",251,"TAKE-OUT"
"526","Haruto Ouchi","JPN (Abe)","3.5000","3.2741","24",251,"TAKE-OUT"
"527","Sven Michel","SUI (Schwaller)","3.4783","3.3926","23",251,"TAKE-OUT"
"528","Bobby Lammie","SCO (Mouat)","3.1818","3.2776","22",251,"TAKE-OUT"
"529","Sebastiano Arman","ITA (Retornaz)","3.6500","3.2414","20",251,"TAKE-OUT"
"530","Bendik Ramsfjell","NOR (Ramsfjell)","3.5000","3.2969","20",251,"TAKE-OUT"
"531","Seunghoon Oh","KOR (Park)","3.6500","3.3472","20",251,"TAKE-OUT"
"532","John Landsteiner","USA (Shuster)","3.0769","3.4037","13",251,"TAKE-OUT"
"533","Kibok Lee","KOR (Park)","3.5385","3.485","13",251,"TAKE-OUT"
"534","Johannes Scheuerl","GER (Muskatewitz)","4.0000","3.5637","12",251,"TAKE-OUT"
"535","Hunter Walker","NZL (Hood)","3.8000","3.453","10",251,"TAKE-OUT"
"536","Lukas Klipa","CZE (Klima)","3.3000","3.4543","10",251,"TAKE-OUT"
"537","Tobias van den Hurk","NED (Goesgens)","3.0000","3.2755","9",251,"TAKE-OUT"
"538","Gaute Nepstad","NOR (Ramsfjell)","3.1111","3.4606","9",251,"TAKE-OUT"
"539","Geoff Walker","CAN (Gushue)","3.5556","3.5382","9",251,"TAKE-OUT"
"540","Mattia Giovanella","ITA (Retornaz)","3.0000","3.2304","8",251,"TAKE-OUT"
"541","Hammy McMillan","SCO (Mouat)","3.7500","3.4645","8",251,"TAKE-OUT"
"542","Pablo Lachat-Couchepin","SUI (Schwaller)","4.0000","3.5011","8",251,"TAKE-OUT"
"543","Asei Nakahara","JPN (Abe)","3.4286","3.2164","7",251,"TAKE-OUT"
"544","Christoffer Sundgren","SWE (Edin)","3.7143","3.5287","7",251,"TAKE-OUT"
"545","Jihoon Seong","KOR (Park)","3.1429","3.3752","7",251,"TAKE-OUT"
"546","Sota Tsuruga","JPN (Abe)","3.3333","3.4932","6",251,"TAKE-OUT"
"547","Radek Bohac","CZE (Klima)","4.0000","3.5358","6",251,"TAKE-OUT"
"548","Matt Hamilton","USA (Shuster)","3.0000","3.1601","4",251,"TAKE-OUT"
"549","Wilhelm Naess","NOR (Ramsfjell)","4.0000","3.3216","4",251,"TAKE-OUT"
"550","Daniel Magnusson","SWE (Edin)","4.0000","3.3419","1",251,"TAKE-OUT"
"551","Alexander Magan","NED (Goesgens)","0.0000","3.2239","1",251,"TAKE-OUT"
"552","Mattia Giovanella","ITA (Retornaz)","3.8462","3.6683","143",251,"FRONT"
"553","Lukas Klipa","CZE (Klima)","3.4696","3.6794","115",251,"FRONT"
"554","Hunter Walker","NZL (Hood)","3.6931","3.6926","101",251,"FRONT"
"555","Johannes Scheuerl","GER (Muskatewitz)","3.7604","3.6734","96",251,"FRONT"
"556","Tobias van den Hurk","NED (Goesgens)","3.7333","3.6877","90",251,"FRONT"
"557","Geoff Walker","CAN (Gushue)","3.7500","3.6732","88",251,"FRONT"
"558","Pablo Lachat-Couchepin","SUI (Schwaller)","3.8977","3.6873","88",251,"FRONT"
"559","Gaute Nepstad","NOR (Ramsfjell)","3.6824","3.6781","85",251,"FRONT"
"560","Jihoon Seong","KOR (Park)","3.7143","3.6846","84",251,"FRONT"
"561","Christoffer Sundgren","SWE (Edin)","3.8590","3.678","78",251,"FRONT"
"562","Hammy McMillan","SCO (Mouat)","3.7821","3.6726","78",251,"FRONT"
"563","Sota Tsuruga","JPN (Abe)","3.6119","3.6904","67",251,"FRONT"
"564","John Landsteiner","USA (Shuster)","3.7111","3.6672","45",251,"FRONT"
"565","Matt Hamilton","USA (Shuster)","3.8537","3.6894","41",251,"FRONT"
"566","Asei Nakahara","JPN (Abe)","3.6111","3.6804","36",251,"FRONT"
"567","Kibok Lee","KOR (Park)","3.7273","3.6694","22",251,"FRONT"
"568","Alexander Magan","NED (Goesgens)","3.5238","3.6905","21",251,"FRONT"
"569","Jaap van Dorp","NED (Goesgens)","4.0000","3.639","13",251,"FRONT"
"570","Sebastiano Arman","ITA (Retornaz)","3.9231","3.7037","13",251,"FRONT"
"571","Amos Mosaner","ITA (Retornaz)","4.0000","3.7665","11",251,"FRONT"
"572","Laurens Hoekman","NED (Goesgens)","4.0000","3.7272","10",251,"FRONT"
"573","Martin Jurik","CZE (Klima)","3.7778","3.7055","9",251,"FRONT"
"574","E.J. Harnden","CAN (Gushue)","4.0000","3.6325","9",251,"FRONT"
"575","Haruto Ouchi","JPN (Abe)","3.4444","3.6978","9",251,"FRONT"
"576","Shinya Abe","JPN (Abe)","3.6250","3.744","8",251,"FRONT"
"577","Felix Messenzehl","GER (Muskatewitz)","3.2857","3.6241","7",251,"FRONT"
"578","Bendik Ramsfjell","NOR (Ramsfjell)","3.3333","3.4808","6",251,"FRONT"
"579","Wilhelm Naess","NOR (Ramsfjell)","3.8000","3.7291","5",251,"FRONT"
"580","Sven Michel","SUI (Schwaller)","3.2000","3.6609","5",251,"FRONT"
"581","Tom Winkelhausen","SUI (Schwaller)","3.7500","3.7304","4",251,"FRONT"
"582","Bobby Lammie","SCO (Mouat)","4.0000","3.6216","4",251,"FRONT"
"583","Yeongseok Jeong","KOR (Park)","4.0000","3.6883","3",251,"FRONT"
"584","Yannick Schwaller","SUI (Schwaller)","4.0000","3.7928","3",251,"FRONT"
"585","Magnus Ramsfjell","NOR (Ramsfjell)","4.0000","3.4835","2",251,"FRONT"
"586","Seunghoon Oh","KOR (Park)","4.0000","3.741","2",251,"FRONT"
"587","Colin Hufman","USA (Shuster)","4.0000","3.6303","2",251,"FRONT"
"588","Brett Sargon","NZL (Hood)","1.5000","3.7098","2",251,"FRONT"
"589","Marek Cernovsky","CZE (Klima)","4.0000","3.7829","2",251,"FRONT"
"590","Mark Nichols","CAN (Gushue)","4.0000","3.741","2",251,"FRONT"
"591","Marc Muskatewitz","GER (Muskatewitz)","4.0000","3.4646","2",251,"FRONT"
"592","Benjamin Kapp","GER (Muskatewitz)","4.0000","3.7746","2",251,"FRONT"
"593","Lukas Klima","CZE (Klima)","4.0000","3.7135","1",251,"FRONT"
"594","Rasmus Wranaa","SWE (Edin)","4.0000","3.6952","1",251,"FRONT"
"595","Oskar Eriksson","SWE (Edin)","4.0000","3.6964","1",251,"FRONT"
"596","Joel Retornaz","ITA (Retornaz)","4.0000","3.7216","1",251,"FRONT"
"597","Martin Sesaker","NOR (Ramsfjell)","4.0000","3.6272","1",251,"FRONT"
"598","Grant Hardie","SCO (Mouat)","4.0000","3.7773","1",251,"FRONT"
"599","Wouter Goesgens","NED (Goesgens)","4.0000","3.7216","1",251,"FRONT"
"600","Grant Hardie","SCO (Mouat)","3.1346","3.1445","52",251,"HIT-ROLL"
"601","Mark Nichols","CAN (Gushue)","3.6087","3.1589","46",251,"HIT-ROLL"
"602","Marek Cernovsky","CZE (Klima)","3.3023","3.1495","43",251,"HIT-ROLL"
"603","Ben Smith","NZL (Hood)","2.7805","3.1352","41",251,"HIT-ROLL"
"604","Lukas Klima","CZE (Klima)","2.8421","3.0702","38",251,"HIT-ROLL"
"605","Oskar Eriksson","SWE (Edin)","3.2286","3.1484","35",251,"HIT-ROLL"
"606","Martin Sesaker","NOR (Ramsfjell)","3.1176","3.1518","34",251,"HIT-ROLL"
"607","Joel Retornaz","ITA (Retornaz)","3.2424","3.1112","33",251,"HIT-ROLL"
"608","Amos Mosaner","ITA (Retornaz)","3.2500","3.1535","32",251,"HIT-ROLL"
"609","John Shuster","USA (Shuster)","3.3750","3.1429","32",251,"HIT-ROLL"
"610","Benjamin Kapp","GER (Muskatewitz)","3.2258","3.1447","31",251,"HIT-ROLL"
"611","Chris Plys","USA (Shuster)","3.5517","3.1312","29",251,"HIT-ROLL"
"612","Shinya Abe","JPN (Abe)","3.1379","3.1606","29",251,"HIT-ROLL"
"613","Yannick Schwaller","SUI (Schwaller)","3.2759","3.1266","29",251,"HIT-ROLL"
"614","Marc Muskatewitz","GER (Muskatewitz)","2.8966","3.0243","29",251,"HIT-ROLL"
"615","Laurens Hoekman","NED (Goesgens)","3.0345","3.1229","29",251,"HIT-ROLL"
"616","Martin Jurik","CZE (Klima)","2.4643","3.1038","28",251,"HIT-ROLL"
"617","Bruce Mouat","SCO (Mouat)","3.2500","3.0672","28",251,"HIT-ROLL"
"618","Brad Gushue","CAN (Gushue)","3.1071","3.1334","28",251,"HIT-ROLL"
"619","Wouter Goesgens","NED (Goesgens)","3.1429","3.1329","28",251,"HIT-ROLL"
"620","Sebastiano Arman","ITA (Retornaz)","3.1481","3.1154","27",251,"HIT-ROLL"
"621","Anton Hood","NZL (Hood)","2.7778","3.0794","27",251,"HIT-ROLL"
"622","Bobby Lammie","SCO (Mouat)","3.1111","3.1179","27",251,"HIT-ROLL"
"623","Bendik Ramsfjell","NOR (Ramsfjell)","3.1154","3.1083","26",251,"HIT-ROLL"
"624","Yeongseok Jeong","KOR (Park)","3.3077","3.1617","26",251,"HIT-ROLL"
"625","Rasmus Wranaa","SWE (Edin)","3.2917","3.1262","24",251,"HIT-ROLL"
"626","Niklas Edin","SWE (Edin)","3.2174","3.1087","23",251,"HIT-ROLL"
"627","Brett Sargon","NZL (Hood)","3.0909","3.1211","22",251,"HIT-ROLL"
"628","Jaap van Dorp","NED (Goesgens)","3.4091","3.104","22",251,"HIT-ROLL"
"629","Schwarz-van Berkel","SUI (Schwaller)","3.6364","3.0838","22",251,"HIT-ROLL"
"630","Magnus Ramsfjell","NOR (Ramsfjell)","2.9048","3.1182","21",251,"HIT-ROLL"
"631","Tetsuro Shimizu","JPN (Abe)","3.6500","3.1209","20",251,"HIT-ROLL"
"632","Felix Messenzehl","GER (Muskatewitz)","3.4211","3.118","19",251,"HIT-ROLL"
"633","E.J. Harnden","CAN (Gushue)","3.3889","3.1055","18",251,"HIT-ROLL"
"634","Jongduk Park","KOR (Park)","3.3889","3.0794","18",251,"HIT-ROLL"
"635","Sven Michel","SUI (Schwaller)","3.2500","3.1274","16",251,"HIT-ROLL"
"636","Seunghoon Oh","KOR (Park)","3.0000","3.1418","13",251,"HIT-ROLL"
"637","Colin Hufman","USA (Shuster)","3.6154","3.1397","13",251,"HIT-ROLL"
"638","Haruto Ouchi","JPN (Abe)","3.2222","3.039","9",251,"HIT-ROLL"
"639","Hunter Walker","NZL (Hood)","2.2000","3.1686","5",251,"HIT-ROLL"
"640","Kibok Lee","KOR (Park)","2.5000","3.0343","4",251,"HIT-ROLL"
"641","Radek Bohac","CZE (Klima)","3.2500","3.1079","4",251,"HIT-ROLL"
"642","Geoff Walker","CAN (Gushue)","3.7500","3.0773","4",251,"HIT-ROLL"
"643","Asei Nakahara","JPN (Abe)","3.7500","3.2019","4",251,"HIT-ROLL"
"644","John Landsteiner","USA (Shuster)","4.0000","3.321","3",251,"HIT-ROLL"
